통신판매번호,신고기관명,상호,사업자등록번호,법인여부,대표자명,전화번호,전자우편,신고일자,사업장소재지,사업장소재지(도로명),업소상태,신고기관 대표연락처,판매방식,취급품목,인터넷도메인,호스트서버소재지
2022-서울성북-1371,서울특별시 성북구,에스앤엘미소 주식회사,713-86-02369,법인,신유미,'1544-9726,misoran0901@naver.com,20211129,서울특별시 성북구 석관동 168-72  1층  ,서울특별시 성북구 화랑로42길 52-30^ 1층 (석관동),정상영업,02-2241-3966,인터넷,건강/식품,네이버,null
2021-서울성북-2006,서울특별시 성북구,주식회사 아이밀,194-81-02622,법인,최수혁,'070-4175-5532,help.aimeal@gmail.com,20211119,서울특별시 성북구 안암동5가 99 석실빌딩  ,서울특별시 성북구 고려대로27길 4^ 석실빌딩 3층 (안암동5가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 기타,건강/식품 기타,https://smartstore.naver.com/immsikdang/,null
2021-서울성북-1981,서울특별시 성북구,사회복지법인 한국생명의전화,208-82-01496,법인,강용규,'02-764-8783,korealifeline@hanmail.net,20211116,서울특별시 성북구 하월곡동 60-110  ,서울특별시 성북구 오패산로 26^ 4층 (하월곡동),정상영업,02-2241-3966,인터넷 기타,기타,https://walkingovernight.com/,서울특별시 성북구 오패산로 26^ 4층 (하월곡동)
2021-서울성북-1964,서울특별시 성북구,주식회사 파라,659-87-01059,법인,김지영,'02-,pa1107@naver.com@naver.com,20211111,서울특별시 성북구 하월곡동 79-51  ,서울특별시 성북구 월계로12길 4-7^ 2층 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://instagram.com/para_vpt?utm_medium,null
2022-서울성북-1412,서울특별시 성북구,주식회사 벨라룩스코리아,147-81-00540,법인,이한욱,'070-8836-1139,psy@bellaluxe.co.kr,20211028,서울특별시 성북구 정릉동 924-4  ,서울특별시 성북구 정릉로10길 82^ 1층 (정릉동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,네이버 스마트스토어,null
2021-서울성북-1855,서울특별시 성북구,주식회사 길품에프엔비,209-81-63713,법인,강훈,'02-927-5700,gilpoom1974@naver.com,20211025,서울특별시 성북구 동소문동5가 107  ,서울특별시 성북구 동소문로20길 28-4^ 301호 (동소문동5가),정상영업,02-2241-3966,인터넷 기타,건강/식품,인스타그램라이브,쿠팡,null
2021-서울성북-1849,서울특별시 성북구,주식회사 제네시스원,526-86-01674,법인,전세웅,'02-1644-3125,onegenesis@naver.com,20211022,서울특별시 성북구 동소문동6가 3-1 시티플레이스  ,서울특별시 성북구 동소문로 73^ 시티플레이스 B201-2호 (동소문동6가),정상영업,02-2241-3966,인터넷,종합몰 건강/식품 의류/패션/잡화/뷰티,http://genesisone.cafe24.com,null
2021-서울성북-1816,서울특별시 성북구,주식회사 이오그램,372-88-02084,법인,임선희,'02-6949-0824,imsunny@25gram.com,20211019,서울특별시 성북구 성북동 183-28  ,서울특별시 성북구 성북로8길 18-1^ 3층 (성북동),정상영업,02-2241-3966,인터넷,레저/여행/공연 기타,www.eosam.io,서울특별시 성북구 성북로8길 18-1(성북동)
2021-서울성북-1806,서울특별시 성북구,케이케이그룹 주식회사,510-88-02110,법인,류성은,'02-,kkdetox@naver.com,20211018,서울특별시 성북구 동소문동1가 112  ,서울특별시 성북구 동소문로 27^ 1층 (동소문동1가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지,종합몰 교육/도서/완구/오락 가전 가구/수납용품 건강/식품 의류/패션/잡화/뷰티,https://kkgroup1.imweb.me/,서울특별시 마포구 동교로 194^ 혜원빌딩 2층 (동교동)
2021-서울성북-1795,서울특별시 성북구,주식회사 비앤지컨설팅(B&G Consulting Co..Ltd),654-81-00785,법인,정해영,'02-2269-9100,bngconsult654@naver.com,20211014,서울특별시 성북구 동소문동1가 51 타운힐빌딩  ,서울특별시 성북구 동소문로3길 36^ 301호 (동소문동1가^ 타운힐빌딩),정상영업,02-2241-3966,인터넷 기타,종합몰 레저/여행/공연 기타,https://www.black-hole.kr,서울특별시 중구 소월로2길 30^ 4층 (남대문로5가^ 남산트라팰리스)
2021-서울성북-1785,서울특별시 성북구,라벨르블랑 주식회사,878-88-02132,법인,강내화,'02-,labelle_blanc@naver.com,20211013,서울특별시 성북구 하월곡동 230 동일하이빌뉴시티  ,서울특별시 성북구 종암로 167^ 102동 1203호 (하월곡동^ 동일하이빌뉴시티),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://labelleblanc.com/,null
2021-서울성북-1772,서울특별시 성북구,동우모피(주),209-81-17669,법인,장동찬,'02-927-5609,k00911@naver.com,20211012,서울특별시 성북구 삼선동4가 345-1  ,서울특별시 성북구 보문로 193-1^ 4층 (삼선동4가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그,의류/패션/잡화/뷰티,http://smartstore.naver.com/dongwoofur5607,null
2021-서울성북-1774,서울특별시 성북구,주식회사 라임라이크,196-86-02322,법인,신주현,'070-4457-8023,limelike04@gmail.com,20211012,서울특별시 성북구 보문동4가 116 보문하우스토리 지하1층 103호  ,서울특별시 성북구 고려대로2길 37^ 보문하우스토리 지하1층 103호 (보문동4가),정상영업,02-2241-3966,인터넷,종합몰 의류/패션/잡화/뷰티,https://limelike.co.kr/,서울특별시 동작구 보라매로5길 15^ 전문건설회관빌딩 (신대방동)
2021-서울성북-1767,서울특별시 성북구,알록달록협동조합,634-86-02090,법인,신선화,'02-,ardrcoop@gmail.com,20211008,서울특별시 성북구 보문동5가 14 천주교서울대교구노동사회사목회관  ,서울특별시 성북구 보문로 95^ 천주교서울대교구노동사회사목회관 1층 (보문동5가),정상영업,02-2241-3966,인터넷,종합몰 의류/패션/잡화/뷰티,https://smartstore.naver.com/ardrcoop,null
2021-서울성북-1731,서울특별시 성북구,사단법인 한국청소년진흥협회,410-82-23147,법인,박천오,'02-,2016kypa@naver.com,20210930,서울특별시 성북구 삼선동3가 15  ,서울특별시 성북구 삼선교로 62^ 화성빌딩 2층 (삼선동3가),정상영업,02-2241-3966,인터넷 카달로그 기타,종합몰 교육/도서/완구/오락 의류/패션/잡화/뷰티 레저/여행/공연 기타,네이버스마트스토어,null
2021-서울성북-1715,서울특별시 성북구,(주)용연스포츠,173-81-02402,법인,박성배,'02-,nike9645@naver.com,20210929,서울특별시 성북구 장위동 320 래미안장위퍼스트하이  ,서울특별시 성북구 한천로 713^ 503동 301호 (장위동^ 래미안장위퍼스트하이),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,쿠팡,null
2021-서울성북-1696,서울특별시 성북구,주식회사 알로알로,317-87-02417,법인,이진라,'02-,alo0823@naver.com,20210927,서울특별시 성북구 종암동 10-301 청기와빌라  ,서울특별시 성북구 종암로14길 20^ 301호 (종암동^ 청기와빌라),정상영업,02-2241-3966,인터넷,종합몰,http://pf.kakao.com/_HASps,null
2021-서울성북-1664,서울특별시 성북구,우트 주식회사,388-86-01470,법인,박준혜,'02-,pjhey91@naver.com,20210915,서울특별시 성북구 안암동5가 53 주니퍼빌딩  ,서울특별시 성북구 고려대로 99^ 주니퍼빌딩 안암동캠퍼스타운 1호점 4층 (안암동5가),정상영업,02-2241-3966,인터넷,레저/여행/공연,https://smartstore.naver.com/hellowoot/,null
2021-서울성북-1663,서울특별시 성북구,주식회사 피플스헬스,707-87-01886,법인,김은선,'02-,silverkes@naver.com,20210914,서울특별시 성북구 하월곡동 96-113 BT-IT융합센터 403호  ,서울특별시 성북구 오패산로3길 12^ BT-IT융합센터 403호 (하월곡동),정상영업,02-2241-3966,인터넷,종합몰,https://smartstore.naver.com/knowingdoctor,경기도 성남시 분당구 성남대로925번길 36^ KT KT-IDC 5층 (야탑동)
2021-서울성북-1634,서울특별시 성북구,(주)유오엠,219-86-02265,법인,정준양,'02-,junyangzuom@gmail.com,20210908,서울특별시 성북구 동선동3가 259-8  ,서울특별시 성북구 동소문로26마길 62^ 6층 (동선동3가),정상영업,02-2241-3966,TV홈쇼핑 인터넷,의류/패션/잡화/뷰티,www.goblue.co.kr,null
2021-서울성북-1502,서울특별시 성북구,코리아글로벌비지니스(주),733-86-00744,법인,박지유,'02-3487-0892,mimi6338@hanmail.net,20210810,서울특별시 성북구 동소문동6가 143-5 해피엔딩 오피스텔  ,서울특별시 성북구 아리랑로 7^ 해피엔딩 오피스텔 5층 506호 (동소문동6가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,오픈마켓,null
2022-서울성북-0515,서울특별시 성북구,나비스쿨 주식회사,355-87-01894,법인,조우석,'010-3097-8907,smartist@gmail.com,20210809,서울특별시 성북구 장위동 189-3 710동 9층 905호  ,서울특별시 성북구 돌곶이로40길 46^ 710동 9층 905호 (장위동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,스마트 스토어,null
2021-서울성북-1483,서울특별시 성북구,주식회사 비포웍스,385-87-02216,법인,정예정,'02-,jeongyejeong@gmail.com,20210806,서울특별시 성북구 돈암동 1-2 돈암현대아파트  ,서울특별시 성북구 정릉로 402^ 101동 1312호 (돈암동^ 돈암현대아파트),정상영업,02-2241-3966,인터넷,종합몰 기타,bborbbor.com,서울특별시 양천구 목동동로 233-5^ KT ICC센터 3층 (목동)
2021-서울성북-1406,서울특별시 성북구,더엔텍주식회사,620-81-59416,법인,김동욱,'02-3218-7700,thentec@thentec.co.kr,20210721,서울특별시 성북구 정릉동 1033 정릉 우정에쉐르  ,서울특별시 성북구 북악산로 742-12^ 상가2층 201^202호 (정릉동^ 정릉 우정에쉐르),정상영업,02-2241-3966,인터넷 기타,가전 기타,http://ntecas.com/,null
2021-서울성북-1401,서울특별시 성북구,주식회사 인랩,430-88-01455,법인,손석봉,'02-,info@in-lab.co.kr,20210720,서울특별시 성북구 길음동 1065  ,서울특별시 성북구 동소문로 287-4^ 지하1층^지상1층 (길음동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,smartstore.naver.com/in-lab,null
2021-서울성북-2014,서울특별시 성북구,주식회사 믹스콘컴퍼니(MIXCON COMPANY Corp.),758-88-01315,법인,하영은,'010 - 5911 - 8063,mixcon.corp@gmail.com,20210715,서울특별시 성북구 안암동5가 160-8 백산빌딩  ,서울특별시 성북구 개운사길 75-6^ 백산빌딩 105동 805호 (안암동5가),정상영업,02-2241-3966,TV홈쇼핑 인터넷 카달로그 신문잡지 기타,의류/패션/잡화/뷰티,네이버,null
2021-서울성북-1378,서울특별시 성북구,주식회사 앤로지즈,385-88-02038,법인,조영민,'02-,cho.youngmin@gmail.com,20210714,서울특별시 성북구 정릉동 429-6  ,서울특별시 성북구 정릉로24가길 11-1(정릉동),정상영업,02-2241-3966,인터넷,종합몰,네이버스마트스토어,null
2021-서울성북-1346,서울특별시 성북구,주식회사 헤베더유스,186-87-02128,법인,임원,'02-222-2222,limwon7@naver.com,20210709,서울특별시 성북구 길음동 1158  ,서울특별시 성북구 삼양로 38^ 2층 201호 (길음동),정상영업,02-2241-3966,인터넷 기타,의류/패션/잡화/뷰티,www.hebe.giobal,null
2021-서울성북-1314,서울특별시 성북구,주식회사 사운드앤스테디,310-88-02335,법인,권혜아,'02-,soonsu.sales@gmail.com,20210705,서울특별시 성북구 동소문동7가 117-3 제네시스  ,서울특별시 성북구 아리랑로 59^ 제네시스 4호 (동소문동7가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 기타,의류/패션/잡화/뷰티,http://www.soonsuofficial.com,http://www.issuenumber.com,서울특별시 양천구 목동동로 233-5^ kt icc센터3층 카페24(주) (목동)
2024-서울성북-1006,서울특별시 성북구,주식회사 디차컴퍼니,829-87-02093,법인,정성도,'010 - 5354 - 0110,bosung_700@naver.com,20210625,서울특별시 성북구 길음동 1285 길음7구역 두산위브아파트  ,서울특별시 성북구 길음로13길 22^ 701동 602호 (길음동^ 길음7구역 두산위브아파트),정상영업,02-2241-3966,인터넷,컴퓨터/사무용품,www.rentalhero.co.kr,null
2021-서울성북-1240,서울특별시 성북구,주식회사 케이씨엘아이엔티,713-86-01884,법인,김영호,'02-,네이버스마트스토어,20210622,서울특별시 성북구 보문동4가 97  ,서울특별시 성북구 보문로18길 6^ 3층 (보문동4가),정상영업,02-2241-3966,인터넷,종합몰 의류/패션/잡화/뷰티,네이버스마트스토어,null
2021-서울성북-1243,서울특별시 성북구,주식회사 열린길,264-81-50234,법인,하혜승,'02-,gil-design@hanmail.net,20210622,서울특별시 성북구 삼선동4가 104 세윤빌딩  ,서울특별시 성북구 보문로37길 15^ 2층 (삼선동4가^ 세윤빌딩),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,카카오 선물하기,null
2022-서울성북-0141,서울특별시 성북구,주식회사 라벨르랩,551-87-01264,법인,허미리,'010 - 2122 - 3573,heo@labellelab.app,20210621,서울특별시 서초구 서초동 1573-14 웅진타워  ,서울특별시 서초구 반포대로30길 81^ 웅진타워 11층 1117호 (서초동),정상영업,02-2241-3966,TV홈쇼핑 인터넷,건강/식품 의류/패션/잡화/뷰티,http://shop.labellelab.com/,null
2021-서울성북-1207,서울특별시 성북구,주식회사 뉴에스지,840-88-02118,법인,최희범,'02-,shoegun@naver.com,20210615,서울특별시 성북구 동선동3가 234  ,서울특별시 성북구 보문로34나길 3^ 201호 (동선동3가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.shoegun.co.kr,null
2022-서울성북-0366,서울특별시 성북구,주식회사 스코렙,172-86-02234,법인,김주용,'02-313-0610,woorigm@gmail.com,20210611,서울특별시 성북구 돈암동 609-1 한신한진아파트 106동 604호  ,서울특별시 성북구 성북로4길 52^ 106동 604호 (돈암동^ 한신한진아파트),정상영업,02-2241-3966,기타,기타,www.scorep.net,null
2021-서울성북-1166,서울특별시 성북구,주식회사 스토밍브레인,833-88-00766,법인,최휘미,'02-,stormingbrain07@gmail.com,20210609,서울특별시 성북구 하월곡동 230 동일하이빌뉴시티  ,서울특별시 성북구 종암로 167^ 104동 1403호 (하월곡동^ 동일하이빌뉴시티),정상영업,02-2241-3966,인터넷,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레저/여행/공연 건강/식품 자동차/자동차용품,네이버 스마트스토어,null
2021-서울성북-1148,서울특별시 성북구,주식회사 클린라이프케어,134-87-39492,법인,유성훈,'02-943-4416,clcare@naver.com,20210604,서울특별시 성북구 정릉동 142-1  ,서울특별시 성북구 정릉로26가길 8^ 1층 (정릉동),정상영업,02-2241-3966,인터넷,기타,https://smartstore.naver.com/clcare,null
2021-서울성북-1135,서울특별시 성북구,주식회사 만렙컴퍼니,719-86-02028,법인,정수연,'02-,andyfirstlv@naver.com,20210603,서울특별시 성북구 길음동 1278 길음동동부센트레빌아파트  ,서울특별시 성북구 숭인로 16^ 길음동동부센트레빌아파트 분산상가동 2층 205호 (길음동),정상영업,02-2241-3966,인터넷,종합몰,https://smartstore.naver.com/fulllevel_store,https://www.naver.com/andyfirstlv,https://www.themoreliving.com/,null
2021-서울성북-1125,서울특별시 성북구,국민대학교 생활협동조합,209-82-11089,법인,손진식,'02-910-4952,gr0529@kookmin.ac.kr,20210601,서울특별시 성북구 정릉동 861-1 국민대학교  ,서울특별시 성북구 정릉로 77^ 국민대학교 종합복지관 209호 (정릉동),정상영업,02-2241-3966,인터넷,종합몰 건강/식품,https://www.subway.co.kr,null
2021-서울성북-1091,서울특별시 성북구,유한회사 한국교육콘텐츠개발원,209-81-62975,법인,이재근,'010-3097-2236,esa22@naver.com,20210527,서울특별시 성북구 돈암동 609-1 한신한진아파트  ,서울특별시 성북구 성북로4길 52^ 301동 727호 (돈암동^ 한신한진아파트),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,네이버 스마트 스토어,null
2021-서울성북-1092,서울특별시 성북구,사단법인 서울패션섬유봉제협회,209-82-11401,법인,오병열,'010-3293-1239,sntsa@naver.com,20210527,서울특별시 성북구 장위동 65-159  ,서울특별시 성북구 돌곶이로25길 73^ 1층 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://urzshop.co.kr/,null
2021-서울성북-1087,서울특별시 성북구,(주)와이즈,683-81-00027,법인,윤생수,'010-6213-1708,predicters@naver.com,20210526,서울특별시 성북구 종암동 104-1 종암에스케이아파트  ,서울특별시 성북구 종암로24가길 53^ 101동 1404호 (종암동^ 종암에스케이아파트),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 기타,종합몰 교육/도서/완구/오락 가전 건강/식품 기타,쿠팡,null
2021-서울성북-1082,서울특별시 성북구,주식회사 한울트레이딩,210-81-32471,법인,황우식,'010-9275-2013,hanwool@hw-trading.co.kr,20210526,서울특별시 성북구 하월곡동 90-1336  ,서울특별시 성북구 종암로38길 21-2^ 501호 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,네이버 스마트스토어,null
2021-서울성북-1080,서울특별시 성북구,(주)어라운드엑스,192-86-01923,법인,이현석,'02-,zibaga98@daum.net,20210526,서울특별시 성북구 보문동5가 261-1  ,서울특별시 성북구 보문로 65^ 2층 (보문동5가),정상영업,02-2241-3966,인터넷,종합몰,쿠팡,null
2021-서울성북-1065,서울특별시 성북구,주식회사 더볼,191-81-02069,법인,김태언,'02-,kim@ipgl.co.kr,20210524,서울특별시 성북구 성북동 155-15 농협  ,서울특별시 성북구 성북로 66^ 농협 5층 (성북동),정상영업,02-2241-3966,인터넷,건강/식품,http://www.thevol.co.kr,네이버스마트스토어,null
2021-서울성북-1044,서울특별시 성북구,(주)스킨에스,209-81-63090,법인,손동식,'02-924-1120,ss_1112@hanmail.net,20210518,서울특별시 성북구 안암동1가 317-5  ,서울특별시 성북구 고려대로13길 50 (안암동1가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/189series,https://189series.com,null
2021-서울성북-1017,서울특별시 성북구,주식회사 하늘아이디,209-81-54174,법인,이동재,'02-,sujun1222@naver.com,20210512,서울특별시 성북구 성북동 348-2  ,서울특별시 성북구 성북로31가길 11^ 2층 (성북동),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,의류/패션/잡화/뷰티 기타,네이버스토어,null
2021-서울성북-0994,서울특별시 성북구,주식회사써플렉스,737-87-00501,법인,박문찬,'02-,francis0419@gmail.com,20210511,서울특별시 성북구 돈암동 538-97  ,서울특별시 성북구 아리랑로12길 15-7^ 101호 (돈암동),정상영업,02-2241-3966,인터넷,종합몰,http://valuehouse.kr,null
2021-서울성북-0995,서울특별시 성북구,주식회사광화문온,160-87-02067,법인,김대안,'010-7675-1799,adonai0711@daekb.com,20210511,서울특별시 성북구 장위동 68-78  2층 201호  ,서울특별시 성북구 장위로40다길 19^ 2층 201호 (장위동),정상영업,02-2241-3966,인터넷,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 레저/여행/공연,www.ghmon.com,null
2021-서울성북-0982,서울특별시 성북구,주식회사 다온제이앤에스,514-87-02060,법인,선해남,'02-,gncbio@daum.net,20210507,서울특별시 성북구 동소문동5가 59-7  ,서울특별시 성북구 동소문로 86-15^ 2층 253호 (동소문동5가),정상영업,02-2241-3966,인터넷,종합몰,www.gncbio.co.kr,null
2021-서울성북-0945,서울특별시 성북구,세이버스커피 유한회사,267-86-01931,법인,서석원,'02-,swsuh@savors.co.kr,20210430,서울특별시 성북구 하월곡동 230 동일하이빌뉴시티  ,서울특별시 성북구 종암로 167^ 1층 122호 (하월곡동^ 동일하이빌뉴시티),정상영업,02-2241-3966,인터넷,건강/식품,http://www.savorscoffee.com,null
2021-서울성북-1600,서울특별시 성북구,주식회사 코코팡,523-81-01379,법인,손지성^김창환,'02-573-9980,aaa166@cocoppang.com,20210430,서울특별시 성북구 하월곡동 96-113 국방기술품질원 국방벤처센터  ,서울특별시 성북구 오패산로3길 12^ 국방기술품질원 국방벤처센터 5층 504호 (하월곡동),정상영업,02-2241-3966,TV홈쇼핑 인터넷 카달로그 신문잡지,교육/도서/완구/오락 가전,네이버스마트스토어,null
2021-서울성북-0927,서울특별시 성북구,협동조합 고개엔마을,276-86-00713,법인,하장호,'02-,hill.n.vill@gmail.com,20210429,서울특별시 성북구 동선동3가 226-1  ,서울특별시 성북구 보문로34가길 24^ 2층 (동선동3가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 의류/패션/잡화/뷰티,네이버스마트스토어,null
2021-서울성북-0912,서울특별시 성북구,주식회사 아이씨씨캠프(ACCCAMP),255-88-01344,법인,이지미,'070-4647-1969,jimi@acc.camp,20210426,서울특별시 성북구 안암동3가 110-24 백남빌딩  ,서울특별시 성북구 안암로5길 72^ 백남빌딩 602호 (안암동3가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,kaeimi.acc.camp,null
2023-서울성북-1812,서울특별시 성북구,(주)원더브로스,371-87-00806,법인,박민수^손장훈,'010 - 8713 - 5330,jayden@wonderbros.kr,20210423,서울특별시 성북구 보문동2가 75-1 지층  ,서울특별시 성북구 지봉로23길 5^ 지층 (보문동2가),정상영업,02-2241-3966,인터넷 TV홈쇼핑,종합몰,쿠팡 G마켓 11번가 옥션,null
2021-서울성북-0864,서울특별시 성북구,포스트빈컴퍼니,559-87-01900,법인,황경율^전봉수,'02-,archbongsoo@gmail.com,20210419,서울특별시 성북구 하월곡동 67-94  ,서울특별시 성북구 화랑로 41 (하월곡동),정상영업,02-2241-3966,인터넷,기타,네이버스마트스토어,null
2024-서울성북-0362,서울특별시 성북구,주식회사 이바나 헬싱키 코리아,620-87-02098,법인,김석수,'010-7700-8769,chaleskim19@gmail.com,20210414,서울특별시 성북구 돈암동 13-102 금도오피스텔  ,서울특별시 성북구 동소문로34길 29^ 금도오피스텔 지하1층 (돈암동),정상영업,02-2241-3966,TV홈쇼핑 인터넷 카달로그,종합몰 의류/패션/잡화/뷰티,http://www.ivanahelsinki.co.kr,서울특별시 강남구 논현로 508^ GS강남타워 12층 (역삼동)
2021-서울성북-0827,서울특별시 성북구,주식회사라바섬,356-81-02119,법인,한성수^임희경,'02-1877-6752,lavasome2021@naver.com,20210414,서울특별시 성북구 석관동 70-8 아로빌딩  ,서울특별시 성북구 한천로 553^ 아로빌딩 4층 (석관동),정상영업,02-2241-3966,인터넷 기타,의류/패션/잡화/뷰티 기타,www.lavasome.co.kr,null
2021-서울성북-0794,서울특별시 성북구,렌코리아,525-88-01151,법인,최정문,'010-9118-2950,renkorea11@gmail.com,20210409,서울특별시 성북구 삼선동5가 298-14 동우빌딩  ,서울특별시 성북구 보문로 163^ 동우빌딩 3층 (삼선동5가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 기타,종합몰 의류/패션/잡화/뷰티,unemansion.co.kr,null
2021-서울성북-0767,서울특별시 성북구,(주)제트언스,885-81-02280,법인,박상진,'010-8166-6029,vendor@zetenth.co.kr,20210405,서울특별시 성북구 보문동1가 10 유림빌딩 5층  ,서울특별시 성북구 보문로 140^ 유림빌딩 5층 (보문동1가),정상영업,02-2241-3966,인터넷,종합몰,www.pickertem.kr,스마트스토어  쿠팡,null
2021-서울성북-0729,서울특별시 성북구,국호유한회사,458-88-02243,법인,조용국,'02-,maegane@naver.com,20210330,서울특별시 성북구 돈암동 48-15 송암빌딩  ,서울특별시 성북구 동소문로 179-48^ 송암빌딩 5층 (돈암동),정상영업,02-2241-3966,인터넷,종합몰,네이버 스마트스토어,null
2024-서울성북-1221,서울특별시 성북구,주식회사 서프(SURF Inc.),582-87-02059,법인,전소연,'070-4814-6677,surfforyouu@gmail.com,20210330,서울특별시 성북구 길음동 1179  ,서울특별시 성북구 삼양로9길 18^ 1층 (길음동),정상영업,02-2241-3966,TV홈쇼핑 인터넷 카달로그 신문잡지 기타,종합몰 건강/식품,https://smartstore.naver.com/surfforyou,null
2021-서울성북-0712,서울특별시 성북구,한국교사강사연합회협동조합,785-88-00147,법인,김범준,'02-3210-3323,wori3321@naver.com,20210329,서울특별시 성북구 동소문동6가 138-1 하이얀 빌딩  ,서울특별시 성북구 동소문로17길 18^ 하이얀 빌딩 202호 (동소문동6가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,https://smartstore.naver.com/koredu,null
2021-서울성북-0691,서울특별시 성북구,호손 주식회사,112-81-55388,법인,최재민,'02-,choijm153@naver.com,20210325,서울특별시 성북구 동선동2가 120 패션빌딩  ,서울특별시 성북구 보문로30길 71^ 패션빌딩 2층 11호5호 (동선동2가),정상영업,02-2241-3966,인터넷,종합몰,https://smartstore.naver.com/somokdotcom,null
2021-서울성북-0681,서울특별시 성북구,컨텍솔루션,713-86-00361,법인,최기석,'02-,gschoi@ctsmail.kr,20210324,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 511-2호 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰 컴퓨터/사무용품,네이버 스마트스토어,null
2021-서울성북-0665,서울특별시 성북구,(주)맛과벗유통,653-86-02131,법인,김능환,'02-913-8595,ASK@naver.com,20210323,서울특별시 성북구 하월곡동 76-16 넬 동물의료센터  ,서울특별시 성북구 오패산로 75-1^ 넬 동물의료센터 1층 (하월곡동),정상영업,02-2241-3966,인터넷,기타,빼미？,null
2021-서울성북-0636,서울특별시 성북구,젠틀한키보드소리,119-88-02085,법인,최주원^박지환,'02-,withjuwon@gmail.com,20210318,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 2층 226호 (안암동5가),정상영업,02-2241-3966,인터넷,기타,https://www.ah-pay.com,null
2021-서울성북-0612,서울특별시 성북구,거인통신,651-81-00525,법인,채호진,'02-,hnc_292@naver.com,20210315,서울특별시 성북구 길음동 1284 길음뉴타운  ,서울특별시 성북구 길음로 33^ b동 1층 kt호 (길음동^ 길음뉴타운),정상영업,02-2241-3966,인터넷,기타,www.shop.kt.com,null
2021-서울성북-0593,서울특별시 성북구,주식회사서수팜,521-88-00811,법인,최영민,'02-953-4050,seosu-pharm@hanmail.net,20210312,서울특별시 성북구 안암동5가 110-126  ,서울특별시 성북구 안암로 47-1^ 1층 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰,https://smartstore.naver.com/seosupharm,null
2021-서울성북-0596,서울특별시 성북구,(주)에프앤씨바이오랩,810-81-02137,법인,임승택,'010-3674-7909,limst@korea.ac.kr,20210312,서울특별시 성북구 안암동5가 146-58  ,서울특별시 성북구 고려대로22길 6-7^ 403호 (안암동5가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 기타,건강/식품 의류/패션/잡화/뷰티 기타,http://www.innerbran.com,null
2021-서울성북-0574,서울특별시 성북구,이브이팩토리,373-87-01117,법인,곽창훈,'02-,ev_factory@naver.com,20210311,서울특별시 성북구 보문동4가 116 보문하우스토리  ,서울특별시 성북구 고려대로2길 37^ 보문하우스토리 지하1층 103호 (보문동4가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 기타,의류/패션/잡화/뷰티,http://www.evfactory.co.kr/,null
2021-서울성북-0569,서울특별시 성북구,주식회사 디올연구소,206-87-06772,법인,이종근,'02-915-9969,universaldesign@naver.com,20210311,서울특별시 성북구 종암동 80-8 성북구마을사회적경제센터 503호  ,서울특별시 성북구 종암로25길 29^ 성북구마을사회적경제센터 503호 (종암동),정상영업,02-2241-3966,인터넷,기타 건강/식품,https://smartstore.naver.com/design4all,https://udlife.co.kr,null
2021-서울성북-0538,서울특별시 성북구,디알씨,108-86-11182,법인,배우용,'02-,d2340@drc.pe.kr,20210309,서울특별시 성북구 보문동4가 20 통광빌딩  ,서울특별시 성북구 보문로 82-3^ 통광빌딩 6층 (보문동4가),정상영업,02-2241-3966,인터넷,기타,null,null
